,FIPS,state,county,tract,pop_00,white_00,hu_00,ohu_00,rhu_00,total_25_00,male_25_col_bd_00,male_25_col_md_00,male_25_col_psd_00,male_25_col_phd_00,female_25_col_bd_00,female_25_col_md_00,female_25_col_psd_00,female_25_col_phd_00,hh_00,I_10000_00,I_15000_00,I_20000_00,I_25000_00,I_30000_00,I_35000_00,I_40000_00,I_45000_00,I_50000_00,I_60000_00,I_75000_00,I_100000_00,I_125000_00,I_150000_00,I_200000_00,I_201000_00,hinc_00,mrent_00,mhval_00
9844,06111001602,06,111,1602,2476,1987,961,764,197,1766,151,120,19,16,141,68,7,9,962,19,39,47,30,57,49,70,49,46,83,168,140,97,39,24,5,58333,1037,224200
9845,06111001700,06,111,1700,3622,3093,1340,1242,98,2624,366,153,155,47,422,147,12,18,1347,6,37,57,12,38,28,47,32,44,108,171,260,171,101,150,85,80693,1663,378900
9846,06111001800,06,111,1800,4297,3614,1612,1328,284,3126,476,187,85,26,499,172,47,20,1623,46,28,69,47,33,82,90,80,21,140,177,244,198,135,144,89,74890,1223,295200
9847,06111001900,06,111,1900,3969,3159,1657,986,671,2837,320,171,82,44,411,154,54,16,1657,55,48,64,38,101,93,58,115,90,199,220,237,174,41,66,58,56982,836,295200
9848,06111002000,06,111,2000,2628,2249,1125,809,316,2010,275,153,103,29,230,135,19,24,1177,30,83,18,26,57,35,54,56,31,136,185,119,96,68,131,52,64606,768,394400
9849,06111002102,06,111,2102,1758,1441,960,246,714,1428,162,59,16,14,132,56,19,0,918,83,48,44,32,54,78,65,47,34,90,105,86,71,32,20,29,45952,789,298700
9850,06111002200,06,111,2200,6298,2899,2080,988,1092,3815,225,77,44,21,195,78,26,8,2080,163,119,127,149,162,167,139,55,122,311,188,171,129,44,27,7,40854,748,172000
9851,06111002300,06,111,2300,6813,1905,1932,660,1272,3740,50,38,6,27,100,43,13,0,1945,274,193,198,164,176,134,129,87,81,175,161,76,46,18,26,7,29219,639,141000
9852,06111002400,06,111,2400,2408,1642,1234,129,1105,1767,133,20,32,39,83,37,21,5,1225,280,153,62,92,95,80,60,89,58,42,80,75,45,0,7,7,27198,630,251400
9853,06111002500,06,111,2500,5282,4639,2500,1381,1119,4099,589,247,66,86,418,155,104,8,2503,97,82,139,150,114,140,129,112,162,284,214,340,231,70,136,103,52720,1026,308700
9854,06111002600,06,111,2600,3294,2179,1376,572,804,2274,169,84,31,5,221,66,16,24,1378,78,24,134,109,86,93,87,101,53,198,168,85,58,43,31,30,44009,797,221500
9855,06111002700,06,111,2700,3863,3041,1712,857,855,2786,282,96,54,13,315,125,26,4,1706,124,60,76,118,144,88,96,77,110,179,247,168,110,38,40,31,48246,949,224800
9856,06111002800,06,111,2800,6223,4320,2507,1295,1212,4228,242,107,29,8,281,86,45,21,2509,158,68,176,128,124,240,93,185,116,375,394,287,94,42,16,13,48581,833,218800
9857,06111002901,06,111,2901,3606,1803,1232,1022,210,2464,193,141,120,44,261,155,26,10,1228,34,35,30,36,63,17,27,23,68,108,152,149,213,75,129,69,78017,761,300500
9858,06111002902,06,111,2902,5337,1991,1647,1209,438,3410,273,149,42,36,228,113,56,25,1663,32,31,46,33,51,57,121,88,50,182,190,333,206,110,121,12,69406,889,262800
9859,06111003001,06,111,3001,4856,1954,1749,936,813,3009,321,99,37,6,317,57,36,0,1734,90,73,73,75,135,115,121,116,117,156,184,207,169,52,35,16,48310,833,260800
9860,06111003002,06,111,3002,8069,2013,2516,1249,1267,4622,210,72,25,0,301,53,38,0,2521,138,123,72,231,180,250,150,145,153,266,305,325,81,40,62,0,42258,743,180500
9861,06111003100,06,111,3100,7753,1373,1879,1473,406,4318,196,46,39,6,237,29,16,0,1885,33,60,51,64,61,140,64,79,132,157,349,355,223,30,47,40,63257,776,192900
9862,06111003201,06,111,3201,4531,69,789,283,506,2248,32,0,6,0,7,4,0,0,783,84,38,96,52,65,34,37,53,49,53,93,90,21,8,7,3,37344,632,142500
9863,06111003202,06,111,3202,3654,22,709,209,500,1729,18,0,0,0,0,0,10,0,708,125,113,79,68,32,28,30,22,19,64,65,47,9,0,7,0,21682,446,136200
9864,06111003300,06,111,3300,7107,2116,2155,1155,1000,4387,175,98,21,25,233,82,13,0,2179,168,110,125,195,105,141,169,97,103,191,207,270,168,58,16,56,43292,736,214200
9865,06111003401,06,111,3401,5427,1126,1523,699,824,3165,154,43,27,12,100,32,24,0,1514,93,113,125,82,138,144,118,82,71,139,91,149,86,35,38,10,36867,694,188400
