,pop_18,white_18,hh_18,hinc_18,mhval_18,mhval_18_se,mrent_18,mrent_18_se,total_25_18,total_25_col_bd_18,total_25_col_md_18,total_25_col_pd_18,total_25_col_phd_18,tot_units_built_18,units_40_49_built_18,units_39_early_built_18,ohu_18,rhu_18,mmhcosts_18,iinc_18,I_10000_18,I_15000_18,I_20000_18,I_25000_18,I_30000_18,I_35000_18,I_40000_18,I_45000_18,I_50000_18,I_60000_18,I_75000_18,I_100000_18,I_125000_18,I_150000_18,I_200000_18,I_201000_18,mov_wc_w_income_18,mov_wc_9000_18,mov_wc_15000_18,mov_wc_25000_18,mov_wc_35000_18,mov_wc_50000_18,mov_wc_65000_18,mov_wc_75000_18,mov_wc_76000_more_18,mov_oc_w_income_18,mov_oc_9000_18,mov_oc_15000_18,mov_oc_25000_18,state_x,county_x,tract_x,mov_oc_35000_18,mov_oc_50000_18,mov_oc_65000_18,mov_oc_75000_18,mov_oc_76000_more_18,mov_os_w_income_18,mov_os_9000_18,mov_os_15000_18,mov_os_25000_18,mov_os_35000_18,mov_os_50000_18,mov_os_65000_18,mov_os_75000_18,mov_os_76000_more_18,mov_fa_w_income_18,mov_fa_9000_18,mov_fa_15000_18,mov_fa_25000_18,mov_fa_35000_18,mov_fa_50000_18,mov_fa_65000_18,mov_fa_75000_18,mov_fa_76000_more_18,FIPS,mhval_12,mhval_12_se,mrent_12,mrent_12_se,mov_wc_w_income_12,mov_wc_9000_12,mov_wc_15000_12,mov_wc_25000_12,mov_wc_35000_12,mov_wc_50000_12,mov_wc_65000_12,mov_wc_75000_12,mov_wc_76000_more_12,mov_oc_w_income_12,mov_oc_9000_12,mov_oc_15000_12,mov_oc_25000_12,mov_oc_35000_12,mov_oc_50000_12,mov_oc_65000_12,mov_oc_75000_12,mov_oc_76000_more_12,mov_os_w_income_12,mov_os_9000_12,mov_os_15000_12,mov_os_25000_12,mov_os_35000_12,mov_os_50000_12,mov_os_65000_12,mov_os_75000_12,mov_os_76000_more_12,mov_fa_w_income_12,mov_fa_9000_12,mov_fa_15000_12,mov_fa_25000_12,mov_fa_35000_12,mov_fa_50000_12,mov_fa_65000_12,mov_fa_75000_12,mov_fa_76000_more_12,iinc_12,state_y,county_y,tract_y
0,2344.0,1199.0,866.0,49565.0,124400.0,6926.0,969.0,38.0,1532.0,98.0,58.0,8.0,4.0,950.0,127.0,295.0,427.0,439.0,965.0,26602.0,45.0,30.0,31.0,74.0,22.0,57.0,76.0,53.0,49.0,44.0,102.0,115.0,80.0,43.0,23.0,22.0,164.0,54.0,6.0,25.0,46.0,12.0,9.0,3.0,9.0,24.0,4.0,4.0,7.0,17,197,882900,0.0,4.0,5.0,0.0,0.0,26.0,0.0,10.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197882900,143800.0,17014.0,864.0,60.0,279.0,60.0,21.0,50.0,49.0,39.0,42.0,3.0,15.0,51.0,9.0,0.0,3.0,0.0,0.0,31.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29330.0,17,197,882900
1,3759.0,1276.0,1183.0,46175.0,123400.0,10896.0,1019.0,273.0,2665.0,168.0,47.0,39.0,11.0,1266.0,206.0,153.0,542.0,641.0,1010.0,21376.0,121.0,124.0,54.0,36.0,52.0,51.0,51.0,79.0,71.0,164.0,107.0,78.0,69.0,59.0,61.0,6.0,127.0,21.0,7.0,39.0,34.0,22.0,0.0,0.0,4.0,69.0,15.0,7.0,0.0,17,197,883000,37.0,0.0,10.0,0.0,0.0,26.0,0.0,8.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197883000,142800.0,30771.0,814.0,310.0,572.0,155.0,90.0,185.0,132.0,6.0,4.0,0.0,0.0,105.0,77.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,111.0,42.0,60.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16370.0,17,197,883000
2,3726.0,1295.0,1099.0,80230.0,159400.0,6619.0,1764.0,87.0,2278.0,439.0,93.0,30.0,10.0,1186.0,9.0,14.0,893.0,206.0,1471.0,28768.0,7.0,20.0,23.0,0.0,14.0,40.0,106.0,56.0,64.0,39.0,136.0,299.0,154.0,76.0,48.0,17.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,17,197,880111,0.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197880111,183200.0,7572.0,1457.0,158.0,88.0,0.0,0.0,41.0,0.0,14.0,33.0,0.0,0.0,71.0,22.0,0.0,0.0,29.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,27360.0,17,197,880111
3,5692.0,4076.0,2429.0,71444.0,168400.0,16402.0,854.0,56.0,4421.0,703.0,364.0,21.0,0.0,2617.0,28.0,254.0,2233.0,196.0,1329.0,41679.0,30.0,13.0,85.0,67.0,23.0,92.0,73.0,64.0,89.0,277.0,546.0,225.0,225.0,261.0,264.0,95.0,77.0,0.0,0.0,31.0,25.0,0.0,0.0,8.0,13.0,456.0,136.0,13.0,31.0,17,197,883602,76.0,72.0,45.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197883602,188900.0,16717.0,931.0,334.0,62.0,0.0,0.0,19.0,14.0,29.0,0.0,0.0,0.0,133.0,34.0,1.0,43.0,43.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37740.0,17,197,883602
4,2756.0,368.0,1439.0,41193.0,119200.0,19150.0,947.0,64.0,1847.0,273.0,133.0,0.0,0.0,1570.0,52.0,35.0,248.0,1191.0,960.0,30259.0,117.0,0.0,61.0,157.0,125.0,192.0,57.0,92.0,88.0,115.0,178.0,120.0,17.0,94.0,19.0,7.0,52.0,0.0,0.0,8.0,0.0,11.0,0.0,33.0,0.0,254.0,25.0,19.0,33.0,17,197,883803,83.0,54.0,40.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17197883803,138500.0,10735.0,858.0,30.0,195.0,13.0,9.0,27.0,93.0,17.0,36.0,0.0,0.0,374.0,74.0,86.0,48.0,38.0,82.0,0.0,0.0,46.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26544.0,17,197,883803
5,3375.0,2384.0,1320.0,69250.0,161300.0,10246.0,1199.0,228.0,2373.0,537.0,324.0,16.0,20.0,1485.0,255.0,502.0,1066.0,254.0,1201.0,34135.0,58.0,37.0,38.0,28.0,42.0,41.0,52.0,81.0,53.0,110.0,158.0,191.0,154.0,80.0,138.0,59.0,145.0,35.0,26.0,15.0,10.0,31.0,22.0,0.0,6.0,97.0,12.0,33.0,9.0,17,197,881700,0.0,0.0,0.0,34.0,9.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,17197881700,181200.0,10238.0,1063.0,428.0,211.0,0.0,87.0,17.0,16.0,71.0,20.0,0.0,0.0,46.0,27.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40685.0,17,197,881700
6,5358.0,4574.0,2158.0,92984.0,306400.0,23669.0,2073.0,833.0,4089.0,955.0,572.0,123.0,133.0,2261.0,16.0,110.0,1981.0,177.0,1442.0,47201.0,28.0,35.0,31.0,49.0,117.0,63.0,45.0,154.0,59.0,199.0,162.0,209.0,197.0,71.0,360.0,379.0,70.0,32.0,0.0,0.0,7.0,24.0,0.0,0.0,7.0,83.0,7.0,0.0,0.0,17,197,883504,0.0,0.0,22.0,0.0,54.0,26.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197883504,278700.0,15238.0,1652.0,568.0,56.0,8.0,15.0,24.0,5.0,0.0,0.0,4.0,0.0,127.0,40.0,0.0,9.0,0.0,41.0,0.0,9.0,28.0,85.0,29.0,0.0,11.0,0.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40232.0,17,197,883504
7,3204.0,2267.0,1460.0,49732.0,95700.0,20588.0,767.0,147.0,2219.0,204.0,140.0,0.0,18.0,1639.0,152.0,274.0,1033.0,427.0,874.0,27875.0,110.0,123.0,143.0,61.0,98.0,62.0,64.0,32.0,40.0,106.0,205.0,231.0,95.0,51.0,34.0,5.0,85.0,12.0,11.0,0.0,43.0,0.0,0.0,19.0,0.0,26.0,0.0,5.0,21.0,17,197,883700,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197883700,123700.0,15719.0,722.0,97.0,93.0,9.0,0.0,17.0,42.0,0.0,0.0,25.0,0.0,116.0,21.0,35.0,31.0,0.0,29.0,0.0,0.0,0.0,23.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23560.0,17,197,883700
8,5139.0,4759.0,1746.0,78750.0,215000.0,20691.0,1424.0,294.0,3487.0,482.0,167.0,16.0,27.0,1924.0,58.0,55.0,1424.0,322.0,1425.0,32700.0,35.0,18.0,115.0,39.0,34.0,29.0,66.0,114.0,54.0,171.0,163.0,233.0,302.0,120.0,219.0,34.0,163.0,39.0,0.0,43.0,30.0,21.0,21.0,0.0,9.0,138.0,14.0,0.0,26.0,17,197,880502,13.0,10.0,15.0,11.0,49.0,20.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197880502,199000.0,19822.0,973.0,48.0,217.0,78.0,31.0,19.0,0.0,45.0,44.0,0.0,0.0,241.0,123.0,0.0,42.0,8.0,20.0,48.0,0.0,0.0,24.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32531.0,17,197,880502
9,5370.0,5048.0,1820.0,102889.0,286700.0,8272.0,2039.0,323.0,3669.0,993.0,454.0,17.0,16.0,1869.0,25.0,13.0,1582.0,238.0,1907.0,40410.0,59.0,43.0,68.0,48.0,32.0,81.0,48.0,56.0,8.0,26.0,160.0,274.0,156.0,244.0,259.0,258.0,36.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,8.0,189.0,22.0,0.0,31.0,17,197,881002,24.0,70.0,0.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197881002,285700.0,21281.0,1698.0,151.0,76.0,0.0,0.0,0.0,9.0,9.0,30.0,19.0,9.0,146.0,80.0,17.0,0.0,8.0,0.0,41.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,35250.0,17,197,881002
