,FIPS,state,county,tract,pop_00,white_00,hu_00,ohu_00,rhu_00,total_25_00,male_25_col_bd_00,male_25_col_md_00,male_25_col_psd_00,male_25_col_phd_00,female_25_col_bd_00,female_25_col_md_00,female_25_col_psd_00,female_25_col_phd_00,hh_00,I_10000_00,I_15000_00,I_20000_00,I_25000_00,I_30000_00,I_35000_00,I_40000_00,I_45000_00,I_50000_00,I_60000_00,I_75000_00,I_100000_00,I_125000_00,I_150000_00,I_200000_00,I_201000_00,hinc_00,mrent_00,mhval_00
7770,06071010016,06,071,10016,4055,2411,1279,820,459,2321,40,37,22,0,47,26,0,9,1280,62,78,125,122,118,97,44,64,127,104,161,106,22,16,26,8,38929,630,85400
7771,06071010017,06,071,10017,4681,3468,1493,1368,125,3045,116,39,0,0,149,20,7,0,1499,29,14,18,66,126,70,86,97,45,119,367,215,158,55,19,15,61684,955,126900
7772,06071010018,06,071,10018,3594,2267,1159,938,221,2193,71,13,19,0,56,18,0,0,1160,78,94,85,79,66,50,99,34,66,162,117,122,52,32,6,18,44583,773,98400
7773,06071010019,06,071,10019,4013,2588,1319,886,433,2503,58,32,0,4,83,25,14,41,1340,73,152,104,105,94,119,41,63,39,230,108,148,41,23,0,0,36402,529,112100
7774,06071010020,06,071,10020,5190,3284,1984,1000,984,2964,41,21,15,0,66,0,14,0,1982,374,305,160,245,166,83,58,82,82,168,119,58,17,16,38,11,22807,502,87200
7775,06071010021,06,071,10021,5249,3742,1713,1420,293,3275,120,45,10,6,110,25,23,0,1747,123,105,78,116,63,144,59,151,170,233,213,143,50,37,24,38,46150,706,102500
7776,06071010022,06,071,10022,3063,2306,1082,903,179,2001,55,15,0,0,72,0,18,0,1035,90,101,60,37,105,34,66,89,32,139,146,92,28,0,4,12,41655,762,97100
7777,06071010023,06,071,10023,5133,3499,1545,1326,219,2811,60,20,15,0,100,18,10,0,1548,107,35,47,79,77,90,81,108,109,186,350,144,72,28,10,25,51680,798,99200
7778,06071010024,06,071,10024,4212,3155,1295,1145,150,2704,114,33,0,9,95,49,0,0,1302,79,56,32,101,63,88,79,104,74,162,177,170,74,20,8,15,48438,836,107400
7779,06071010300,06,071,10300,13617,7859,3875,1146,2729,6722,572,147,78,24,393,119,24,3,3882,245,232,259,407,484,421,345,239,232,280,347,252,88,30,8,13,33538,475,71600
7780,06071010402,06,071,10402,14090,8916,1430,29,1401,4340,553,94,109,8,234,42,11,5,1428,43,132,194,205,151,171,101,105,68,128,45,51,34,0,0,0,29509,487,75000
7781,06071010403,06,071,10403,7685,6319,3233,2220,1013,5293,166,79,17,31,213,84,28,15,3220,474,393,324,339,285,287,164,193,183,181,215,93,32,26,21,10,26493,483,66700
7782,06071010405,06,071,10405,7941,6809,3539,2758,781,5820,250,43,50,11,180,77,11,0,3542,635,435,260,339,225,219,265,131,89,242,325,200,95,27,19,36,27040,512,64100
7783,06071010409,06,071,10409,2847,2244,1231,839,392,1857,106,39,15,20,87,28,14,6,1231,218,108,105,119,83,95,94,66,63,113,90,39,35,0,3,0,27243,522,56100
7784,06071010410,06,071,10410,2400,2011,924,756,168,1663,37,13,17,7,37,15,24,15,974,138,113,70,133,69,87,75,31,31,69,48,64,13,0,24,9,28043,497,68500
7785,06071010411,06,071,10411,5624,4590,2405,1551,854,3753,155,59,32,10,173,38,5,0,2405,429,244,198,230,190,222,118,174,89,173,121,144,23,17,25,8,27046,482,67500
7786,06071010412,06,071,10412,5692,4782,2215,1575,640,3889,194,47,24,0,221,38,23,12,2229,243,214,132,205,122,207,167,169,64,169,202,186,110,7,15,17,34621,591,94500
7787,06071010413,06,071,10413,5362,4280,2254,1537,717,3713,147,60,0,11,133,54,11,7,2258,385,277,200,167,146,186,140,141,91,142,112,184,19,53,15,0,27982,514,71000
7788,06071010414,06,071,10414,7363,4368,2821,842,1979,3327,95,43,0,7,116,48,0,0,2778,374,260,362,294,322,232,143,163,64,236,179,127,22,0,0,0,26044,429,72400
7789,06071010415,06,071,10415,4647,2995,1717,909,808,2518,113,40,18,0,111,9,23,0,1660,127,145,150,118,149,168,159,87,111,101,136,119,70,5,15,0,34112,537,71000
7790,06071010416,06,071,10416,2817,2286,1271,948,323,2211,67,32,18,8,89,56,9,7,1308,223,104,95,81,100,82,111,41,68,96,75,70,109,37,10,6,33155,514,72700
7791,06071010500,06,071,10500,709,429,321,204,117,533,0,0,0,0,12,8,0,0,305,63,41,14,27,24,24,16,4,9,37,24,15,0,2,0,5,26442,318,83700
7792,06071010600,06,071,10600,1279,749,544,382,162,939,36,6,11,0,15,7,8,0,569,111,55,66,76,20,10,20,44,16,30,67,25,4,11,7,7,23164,459,54300
7793,06071010700,06,071,10700,3641,2668,1438,762,676,2270,84,40,23,8,16,40,0,0,1438,229,210,145,93,88,83,96,78,23,74,153,112,29,13,7,5,27386,467,68400
7794,06071010801,06,071,10801,6270,5273,2461,1783,678,4248,319,45,73,28,227,99,54,0,2443,176,138,109,116,151,159,174,143,85,218,312,374,150,97,32,9,48285,668,135800
7795,06071010802,06,071,10802,5090,4164,1988,1471,517,3449,211,134,15,39,219,129,21,11,1988,129,121,125,176,122,131,113,138,125,147,173,205,120,91,34,38,43019,720,117700
7796,06071010900,06,071,10900,9142,7744,3227,2580,647,5882,614,373,105,56,598,346,10,34,3212,203,75,115,103,69,115,196,50,196,221,550,451,347,157,137,227,65850,821,217200
7797,06071011000,06,071,11000,4030,2954,1530,1071,459,2518,219,124,16,39,180,107,5,21,1527,105,79,78,98,62,72,55,140,100,117,175,210,112,52,23,49,48551,634,159500
7798,06071011100,06,071,11100,6039,4990,2230,1677,553,3821,297,118,70,47,261,95,42,35,2235,139,140,94,121,148,155,157,106,55,230,290,313,133,53,92,9,50084,722,134800
7799,06071011201,06,071,11201,2878,2495,1231,891,340,2126,169,81,16,30,202,41,23,5,1216,97,80,109,119,61,52,60,60,26,140,146,123,71,22,29,21,42273,592,209300
7800,06071011202,06,071,11202,2611,1982,1131,600,531,1901,133,53,22,8,121,21,9,0,1147,142,95,132,135,57,104,49,58,41,46,103,70,46,18,40,11,30481,563,154900
7801,06071011300,06,071,11300,1468,1322,649,520,129,1128,44,45,40,25,66,49,9,2,648,55,41,14,49,29,56,54,15,45,54,48,112,32,9,17,18,45982,632,187200
7802,06071011400,06,071,11400,10213,8398,4022,2910,1112,6724,343,142,35,10,325,97,39,0,4041,337,289,326,473,320,272,206,228,209,344,371,353,155,56,34,68,35073,628,107800
7803,06071011500,06,071,11500,1656,1325,730,500,230,1085,78,45,19,17,80,75,6,7,719,55,71,45,50,14,66,30,24,31,56,74,62,40,37,35,29,45363,670,152900
7804,06071011600,06,071,11600,6151,4791,2447,1895,552,4358,233,127,33,17,218,133,32,6,2437,240,184,114,152,83,150,135,194,198,267,246,226,163,58,12,15,44059,724,116600
7805,06071011700,06,071,11700,1453,765,495,293,202,881,5,6,0,0,15,4,0,0,492,84,57,27,55,35,30,30,29,36,44,15,29,12,4,0,5,27500,427,73400
7806,06071011800,06,071,11800,6393,3743,2207,1506,701,3873,111,60,11,6,183,32,10,0,2213,162,162,150,141,43,152,167,159,187,239,235,200,129,62,0,25,44017,576,77400
7807,06071011900,06,071,11900,3644,2437,1306,972,334,2336,135,23,22,5,50,37,0,0,1303,124,90,73,117,135,58,59,94,52,160,97,140,63,17,24,0,39637,535,76200
7808,06071012000,06,071,12000,11690,5209,3979,2251,1728,6737,211,116,61,34,268,82,13,0,3992,302,274,277,296,215,335,311,195,243,331,522,404,160,74,38,15,39773,544,74900
7809,06071012100,06,071,12100,11241,8352,4322,3031,1291,7519,337,161,27,6,260,95,54,7,4329,581,330,440,280,224,267,205,262,139,350,504,420,183,63,35,46,35748,576,91700
7810,06071940100,06,071,940100,1534,1298,729,596,133,1203,15,14,5,0,26,7,6,0,729,121,86,109,99,55,58,44,30,23,29,27,26,14,5,3,0,22425,484,55900
7811,06071940500,06,071,940500,21,3,8,4,4,20,0,0,0,0,0,0,0,0,8,0,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,23750,225,162500
