"Buffer","Agency","Line(s)","Station Name","Year Opened","Latitude","Longitude"
"Existing Transit","ACE ","Altamont Commuter Express","Lathrop/Manteca","Pre-2000",37.8988904055703,-121.27032995224
"Existing Transit","ACE ","Altamont Commuter Express","Livermore","Pre-2000",37.6844560696227,-121.769663393497
"Existing Transit","ACE ","Altamont Commuter Express","Pleasanton","Pre-2000",37.6584657699152,-121.882190108299
"Existing Transit","ACE ","Altamont Commuter Express","Santa Clara/Great America","Pre-2000",37.4068,-121.967
"Existing Transit","ACE ","Altamont Commuter Express","Stockton","Pre-2000",37.9558,-121.277
"Existing Transit","ACE ","Altamont Commuter Express","Tracy","Pre-2000",37.6963,-121.435
"Existing Transit","ACE ","Altamont Commuter Express","Vasco","Pre-2000",37.6968928221864,-121.718827486038
"Existing Transit","ACE , Capitol Corridor Joint Powers Authority","Altamont Commuter Express, Capitol Corridor","Fremont","Pre-2000",37.5590882938435,-122.007465362549
"Existing Transit","Alameda/Oakland Ferry","Oakland / Alameda / San Francisco","Alameda Ferry Terminal","Pre-2000",37.7911972815759,-122.294188141823
"Existing Transit","Alameda/Oakland Ferry","Oakland / Alameda / San Francisco","Oakland Ferry Terminal","Pre-2000",37.795011,-122.279758
"Existing Transit","Alameda/Oakland Ferry","Oakland / Alameda / San Francisco","S.F. Ferry Building","Pre-2000",37.795923,-122.392052
"Existing Transit","Alameda/Oakland Ferry","Oakland / Alameda / San Francisco","S.F. Pier 41","Pre-2000",37.81053,-122.412801
"Existing Transit","Amtrak ","Acela Express","New Haven","Pre-2000",41.2977321706702,-72.9265433549881
"Existing Transit","Amtrak ","Acela Express","Route 128","Pre-2000",42.2103181240543,-71.1474287509918
"Existing Transit","Amtrak ","Acela Express, Keystone","Metropark, Islin, Nj","Pre-2000",40.5682025402184,-74.3295961618423
"Existing Transit","Amtrak ","Cascades","Albany ","Pre-2000",44.6306936645508,-123.102659583092
"Existing Transit","Amtrak ","Cascades","Eugene","Pre-2000",44.0552792042755,-123.092397451401
"Existing Transit","Amtrak ","Cascades","Kelso-Longview","Pre-2000",46.1421265476874,-122.913032770157
"Existing Transit","Amtrak ","Cascades","Oregon City","Pre-2000",45.3660165251273,-122.596049308777
"Existing Transit","Amtrak ","Cascades","PDX","Pre-2000",45.5285595564713,-122.676424384117
"Existing Transit","Amtrak ","Cascades","Salem","Pre-2000",44.9322172041224,-123.028120994568
"Existing Transit","Amtrak ","Cascades","Vancouver","Pre-2000",45.6290898089516,-122.685956954956
"Existing Transit","Amtrak ","Cascades ","Bellingham","Pre-2000",48.7202549687977,-122.511237859726
"Existing Transit","Amtrak ","Cascades ","Centralia","Pre-2000",46.7175187775804,-122.95285820961
"Existing Transit","Amtrak ","Cascades ","Mount Vernon","Pre-2000",48.4183855442024,-122.334308624268
"Existing Transit","Amtrak ","Cascades ","Olympia/Lacey","Pre-2000",46.9913150165224,-122.794007062912
"Existing Transit","Amtrak ","Cascades ","Tacoma","Pre-2000",47.2418796250225,-122.42050409317
"Existing Transit","Amtrak ","Downeaster","Dover","Pre-2000",43.1982055576142,-70.8781027793884
"Existing Transit","Amtrak ","Downeaster","Durham","Pre-2000",43.139,-70.9361
"Existing Transit","Amtrak ","Downeaster","Exeter","Pre-2000",42.9809732064826,-70.9587568044662
"Existing Transit","Amtrak ","Downeaster","Haverhill","Pre-2000",42.7734517430472,-71.0863924026489
"Existing Transit","Amtrak ","Downeaster","Old Orchard Beach","Pre-2000",43.5144575009971,-70.3760147094727
"Existing Transit","Amtrak ","Downeaster","Portland, ME Transportation Center","Pre-2000",43.6539452670809,-70.2914822101593
"Existing Transit","Amtrak ","Downeaster","Saco","Pre-2000",43.4962248979563,-70.4489976167679
"Existing Transit","Amtrak ","Downeaster","Wells","Pre-2000",43.3206448033153,-70.6120651960373
"Existing Transit","Amtrak ","Ethan Allen Express","Fair Haven","Pre-2000",43.5906,-73.262
"Existing Transit","Amtrak ","Ethan Allen Express","Fort Edward, Ny","Pre-2000",43.2697614922041,-73.5802754759789
"Existing Transit","Amtrak ","Ethan Allen Express","Hudson","Pre-2000",42.2539195718126,-73.7979340553284
"Existing Transit","Amtrak ","Ethan Allen Express","Rensselaer","Pre-2000",42.6416,-73.7413
"Existing Transit","Amtrak ","Ethan Allen Express","Rhinecliff","Pre-2000",41.9209,-73.9521
"Existing Transit","Amtrak ","Ethan Allen Express","Rutland, Vt - Rutland Plaza Shopping Mal","Pre-2000",43.6056614319183,-72.9817700386047
"Existing Transit","Amtrak ","Ethan Allen Express","Saratoga Springs","Pre-2000",43.0827951042879,-73.8102722167969
"Existing Transit","Amtrak ","Ethan Allen Express","Schenectady","Pre-2000",42.8145384730566,-73.9426016807556
"Existing Transit","Amtrak ","Hiawatha","Amtrak Milwaukee","Pre-2000",43.0345,-87.9166
"Existing Transit","Amtrak ","Hiawatha","Milwaukee General Mitchell Int Airport","Pre-2000",42.940747650094,-87.9245710372925
"Existing Transit","Amtrak ","Hiawatha","Sturtevant","Pre-2000",42.7187089846197,-87.9059725999832
"Existing Transit","Amtrak ","Keystone","Coatsville","Pre-2000",39.9856904939948,-75.8209285140038
"Existing Transit","Amtrak ","Keystone","Downington, Pa","Pre-2000",40.0021993475838,-75.7107889652252
"Existing Transit","Amtrak ","Keystone","Elizabethtown","Pre-2000",40.1474,-76.6146
"Existing Transit","Amtrak ","Keystone","Harrisburg","Pre-2000",40.2616,-76.8782
"Existing Transit","Amtrak ","Keystone","Lancaster","Pre-2000",40.0538,-76.3076
"Existing Transit","Amtrak ","Keystone","Middleton","Pre-2000",40.1929,-76.7316
"Existing Transit","Amtrak ","Keystone","Mount Joy","Pre-2000",40.1089,-76.5029
"Existing Transit","Amtrak ","Keystone","New Brunswick","Pre-2000",40.4968011091925,-74.4460201263428
"Existing Transit","Amtrak ","Keystone","Parksburg, Pa","Pre-2000",39.9592441798891,-75.9222006797791
"Existing Transit","Amtrak ","Keystone, Acela Express","Trenton","Pre-2000",40.2185156582104,-74.7539162635803
"Existing Transit","Amtrak ","Pacific Surfliner","Carpinteria","Pre-2000",34.3967826114549,-119.522956609726
"Existing Transit","Amtrak ","Pacific Surfliner","Goleta","Pre-2000",34.4377524088072,-119.843105077744
"Existing Transit","Amtrak ","Pacific Surfliner","Grover Beach","Pre-2000",35.1212687854015,-120.629271268845
"Existing Transit","Amtrak ","Pacific Surfliner","Guadalupe","Pre-2000",34.9629280674456,-120.573400855064
"Existing Transit","Amtrak ","Pacific Surfliner","Lompoc- Surf","Pre-2000",34.6827080508751,-120.605002641678
"Existing Transit","Amtrak ","Pacific Surfliner","San Luis Obispo","Pre-2000",35.2764382556197,-120.654698610306
"Existing Transit","Amtrak ","Pacific Surfliner","Santa Barbara","Pre-2000",34.4133933314554,-119.692783355713
"Existing Transit","Amtrak ","Pacific Surfliner","Ventura","Pre-2000",34.2770597582212,-119.299914836884
"Existing Transit","BART","DUBLIN/PLEASANTON TO DALY CITY","Castro Valley BART","Pre-2000",37.6907303057,-122.077460002
"Existing Transit","BART","DUBLIN/PLEASANTON TO DALY CITY","Dublin/Pleasanton BART","Pre-2000",37.7016736171,-121.900352519
"Existing Transit","BART","DUBLIN/PLEASANTON TO DALY CITY","West Dublin/Pleasanton BART","2011",37.6998,-121.9281
"Existing Transit","BART","DUBLIN/PLEASANTON TO DALY CITY, FREMONT TO RICHMOND, FREMONT TO DALY CITY","Bay Fair BART","Pre-2000",37.6978321791,-122.127858508
"Existing Transit","BART","DUBLIN/PLEASANTON TO DALY CITY, FREMONT TO RICHMOND, FREMONT TO DALY CITY","Fruitvale BART","Pre-2000",37.7746238056,-122.224327698
"Existing Transit","BART","DUBLIN/PLEASANTON TO DALY CITY, PITTSBURG/BAY POINT TO SFIA-MILLBRAE, FREMONT TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE","Powell St. BART","Pre-2000",37.7849710021,-122.407012285
"Existing Transit","BART","DUBLIN/PLEASANTON TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, PITTSBURG/BAY POINT TO SFIA-MILLBRAE, FREMONT TO DALY CITY","Balboa Park BART","Pre-2000",37.7219808677,-122.447414196
"Existing Transit","BART","FREMONT TO DALY CITY, DUBLIN/PLEASANTON TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Glen Park BART","Pre-2000",37.7329415443,-122.434114331
"Existing Transit","BART","FREMONT TO DALY CITY, FREMONT TO RICHMOND","Hayward Station BART","Pre-2000",37.6703868939,-122.088002125
"Existing Transit","BART","FREMONT TO DALY CITY, FREMONT TO RICHMOND","South Hayward BART","Pre-2000",37.6347995391,-122.057550587
"Existing Transit","BART","FREMONT TO DALY CITY, FREMONT TO RICHMOND, DUBLIN/PLEASANTON TO DALY CITY","Coliseum/Oakland Airport Station","Pre-2000",37.7542834767371,-122.197762727737
"Existing Transit","BART","FREMONT TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY, PITTSBURG/BAY POINT TO SFIA-MILLBRAE","16th St. Mission BART","Pre-2000",37.765228,-122.419478
"Existing Transit","BART","FREMONT TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, PITTSBURG/BAY POINT TO SFIA-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY","Civic Center/UN Plaza BART","Pre-2000",37.7796055874,-122.413851084
"Existing Transit","BART","FREMONT TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, PITTSBURG/BAY POINT TO SFIA-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY","Daly City BART","Pre-2000",37.7061205485,-122.469080674
"Existing Transit","BART","FREMONT TO RICHMOND, DUBLIN/PLEASANTON TO DALY CITY, FREMONT TO DALY CITY","Lake Merritt BART","Pre-2000",37.7976023716,-122.265498391
"Existing Transit","BART","FREMONT TO RICHMOND, FREMONT TO DALY CITY","Fremont BART","Pre-2000",37.5573342821,-121.976395442
"Existing Transit","BART","FREMONT TO RICHMOND, FREMONT TO DALY CITY","Union City BART","Pre-2000",37.591202687,-122.017857962
"Existing Transit","BART","FREMONT TO RICHMOND, FREMONT TO DALY CITY, DUBLIN/PLEASANTON TO DALY CITY","San Leandro BART","Pre-2000",37.7226192073,-122.161311154
"Existing Transit","BART","FREMONT TO RICHMOND, PITTSBURG/BAY POINT TO SFIA-MILLBRAE, RICHMOND TO DALY CITY-MILLBRAE","MacArthur BART","Pre-2000",37.8284094079,-122.267187102
"Existing Transit","BART","FREMONT TO RICHMOND, RICHMOND TO DALY CITY-MILLBRAE","Ashby BART","Pre-2000",37.853061,-122.269946
"Existing Transit","BART","FREMONT TO RICHMOND, RICHMOND TO DALY CITY-MILLBRAE","Richmond BART","Pre-2000",37.9371699076,-122.3534001
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Concord BART","Pre-2000",37.9720158312,-122.029861348
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Lafayette BART","Pre-2000",37.8934254672,-122.123798472
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","North Concord/Martinez BART","Pre-2000",38.002576647,-122.025106029
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Orinda BART","Pre-2000",37.8783608699,-122.183791135
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Pittsburg/Bay Point BART","Pre-2000",38.0189343386,-121.941904488
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Pleasant Hill/Contra Costa Centre BART","Pre-2000",37.9277362737,-122.056847034
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Rockridge BART","Pre-2000",37.8441838514,-122.252731522
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","San Francisco Int BART","2003",37.6159,-122.392534
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Walnut Creek BART","Pre-2000",37.9046388803,-122.068018135
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY, FREMONT TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE","West Oakland BART","Pre-2000",37.8046747595,-122.294582214
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE, FREMONT TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY","24th St. Mission BART","Pre-2000",37.752411,-122.418292
"Existing Transit","BART","PITTSBURG/BAY POINT TO SFIA-MILLBRAE, RICHMOND TO DALY CITY-MILLBRAE","San Bruno BART","2003",37.637143,-122.415912
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY, PITTSBURG/BAY POINT TO SFIA-MILLBRAE, FREMONT TO DALY CITY","Montgomery St. BART","Pre-2000",37.7893359611,-122.401485489
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO DALY CITY, PITTSBURG/BAY POINT TO SFIA-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY","Embarcadero BART","Pre-2000",37.7930224405,-122.396813153
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND","Downtown Berkeley BART","Pre-2000",37.8698684624,-122.268050932
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND","El Cerrito Del Norte BART","Pre-2000",37.9256508785,-122.31721887
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND","El Cerrito Plaza BART","Pre-2000",37.9030588009,-122.29927151
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND","North Berkeley BART","Pre-2000",37.87402614,-122.283881911
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND, PITTSBURG/BAY POINT TO SFIA-MILLBRAE","12th St. Oakland City Center BART","Pre-2000",37.8030927157,-122.271655014
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND, PITTSBURG/BAY POINT TO SFIA-MILLBRAE","19th St. Oakland BART","Pre-2000",37.8076295249,-122.268869226
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Colma BART","Pre-2000",37.6845808931,-122.467369242
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, PITTSBURG/BAY POINT TO SFIA-MILLBRAE","Millbrae BART","2003",37.600006,-122.386534
"Existing Transit","BART","RICHMOND TO DALY CITY-MILLBRAE, PITTSBURG/BAY POINT TO SFIA-MILLBRAE","South San Francisco BART","2003",37.66433,-122.44399
"Existing Transit","Baylink","Vallejo / San Francisco","Vallejo Ferry Terminal","Pre-2000",38.100152,-122.262593
"Existing Transit","Blue & Gold Fleet","Angel Island / San Francisco","Angel Island Ferry Dock","Pre-2000",37.868485,-122.435067
"Existing Transit","Blue & Gold Fleet","San Francisco / Sausalito / Tiburon","Sausalito Ferry Terminal","Pre-2000",37.8561920467223,-122.477586865425
"Existing Transit","Blue & Gold Fleet","San Francisco / Sausalito / Tiburon","Tiburon Ferry Terminal","Pre-2000",37.872616,-122.455741
"Existing Transit","Boston Harbor Islands Ferries","Bumpkin,Georges,Grape,Lovells,Peddocks& South Shore Connector","Bumpkin Island","Pre-2000",42.280148,-70.901165
"Existing Transit","Boston Harbor Islands Ferries","Bumpkin,Georges,Grape,Lovells,Peddocks& South Shore Connector","George's Island","Pre-2000",42.319442,-70.930249
"Existing Transit","Boston Harbor Islands Ferries","Bumpkin,Georges,Grape,Lovells,Peddocks& South Shore Connector","Grape Island","Pre-2000",42.267272,-70.921051
"Existing Transit","Boston Harbor Islands Ferries","Bumpkin,Georges,Grape,Lovells,Peddocks& South Shore Connector","Hingham Shipyard","Pre-2000",42.25215,-70.92135
"Existing Transit","Boston Harbor Islands Ferries","Bumpkin,Georges,Grape,Lovells,Peddocks& South Shore Connector","Lovells Island","Pre-2000",42.326671,-70.926536
"Existing Transit","Boston Harbor Islands Ferries","Bumpkin,Georges,Grape,Lovells,Peddocks& South Shore Connector","Peddocks Island","Pre-2000",42.299449,-70.927144
"Existing Transit","Boston Harbor Islands Ferries","Bumpkin,Georges,Grape,Lovells,Peddocks& South Shore Connector","Pemberton Point","Pre-2000",42.303346,-70.920137
"Existing Transit","Boston Harbor Islands Ferries","Long Wharf-Spectacle/Georges","George's Island","Pre-2000",42.319442,-70.930249
"Existing Transit","Boston Harbor Islands Ferries","Long Wharf-Spectacle/Georges","Spectacle","Pre-2000",42.321285,-70.988794
"Existing Transit","Boston Harbor Islands Ferries","Spectacle & Georges Connector","George's Island","Pre-2000",42.319442,-70.930249
"Existing Transit","Boston Harbor Islands Ferries","Spectacle & Georges Connector","Spectacle","Pre-2000",42.321285,-70.988794
"Existing Transit","Boston Harbor Islands Ferries","Thompson Island Ferry","EDIC Pier #10","Pre-2000",42.343624,-71.033938
"Existing Transit","Boston Harbor Islands Ferries","Thompson Island Ferry","Spectacle","Pre-2000",42.321285,-70.988794
"Existing Transit","Boston Harbor Islands Ferries","Thompson Island Ferry","Thompson Island","Pre-2000",42.31851,-71.00957
"Existing Transit","Caltrain","Caltrain","22nd Street Caltrain","Pre-2000",37.757674,-122.392636
"Existing Transit","Caltrain","Caltrain","Atherton Caltrain","Pre-2000",37.464349,-122.198106
"Existing Transit","Caltrain","Caltrain","Bayshore Caltrain","Pre-2000",37.709544,-122.401318
"Existing Transit","Caltrain","Caltrain","Belmont Caltrain","Pre-2000",37.520504,-122.276075
"Existing Transit","Caltrain","Caltrain","Blossom Hill Caltrain","Pre-2000",37.252801,-121.797369
"Existing Transit","Caltrain","Caltrain","Broadway Caltrain","Pre-2000",37.587466,-122.363233
"Existing Transit","Caltrain","Caltrain","Burlingame Caltrain","Pre-2000",37.579719,-122.345266
"Existing Transit","Caltrain","Caltrain","California Ave Caltrain","Pre-2000",37.428835,-122.142703
"Existing Transit","Caltrain","Caltrain","Capitol Caltrain","Pre-2000",37.284359,-121.841589
"Existing Transit","Caltrain","Caltrain","College Park Caltrain","Pre-2000",37.34217,-121.914998
"Existing Transit","Caltrain","Caltrain","Gilroy Caltrain","Pre-2000",37.003084,-121.567091
"Existing Transit","Caltrain","Caltrain","Hayward Park Caltrain","Pre-2000",37.552346,-122.308916
"Existing Transit","Caltrain","Caltrain","Hillsdale Caltrain","Pre-2000",37.537503,-122.298001
"Existing Transit","Caltrain","Caltrain","Lawrence Caltrain","Pre-2000",37.371578,-121.996982
"Existing Transit","Caltrain","Caltrain","Menlo Park Caltrain","Pre-2000",37.454604,-122.182518
"Existing Transit","Caltrain","Caltrain","Millbrae Caltrain","Pre-2000",37.600006,-122.386534
"Existing Transit","Caltrain","Caltrain","Morgan Hill Caltrain","Pre-2000",37.129081,-121.650721
"Existing Transit","Caltrain","Caltrain","Mountain View Caltrain","Pre-2000",37.393879,-122.076327
"Existing Transit","Caltrain","Caltrain","Palo Alto Caltrain","Pre-2000",37.44307,-122.1649
"Existing Transit","Caltrain","Caltrain","Redwood City Caltrain","Pre-2000",37.485412,-122.231957
"Existing Transit","Caltrain","Caltrain","San Antonio Caltrain","Pre-2000",37.406163,-122.105787
"Existing Transit","Caltrain","Caltrain","San Bruno Caltrain","Pre-2000",37.624256,-122.408444
"Existing Transit","Caltrain","Caltrain","San Carlos Caltrain","Pre-2000",37.507361,-122.260365
"Existing Transit","Caltrain","Caltrain","San Francisco Caltrain","Pre-2000",37.7764393371,-122.394322993
"Existing Transit","Caltrain","Caltrain","San Jose Caltrain","Pre-2000",37.330196,-121.901985
"Existing Transit","Caltrain","Caltrain","San Martin Caltrain","Pre-2000",37.085775,-121.610809
"Existing Transit","Caltrain","Caltrain","San Mateo Caltrain","Pre-2000",37.567545,-122.32464
"Existing Transit","Caltrain","Caltrain","Santa Clara Caltrain","Pre-2000",37.352915,-121.936376
"Existing Transit","Caltrain","Caltrain","So. San Francisco Caltrain","Pre-2000",37.657013,-122.405516
"Existing Transit","Caltrain","Caltrain","Sunnyvale Caltrain","Pre-2000",37.377589,-122.030116
"Existing Transit","Caltrain","Caltrain","Tamien Caltrain","Pre-2000",37.31168,-121.882087
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","CRESTVIEW STATION","2010",30.338448,-97.719656
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","DOWNTOWN STATION","2010",30.265012,-97.739296
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","HIGHLAND STATION","2010",30.328601,-97.716203
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","HOWARD STATION","2010",30.43999,-97.701734
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","KRAMER STATION","2010",30.392786,-97.7164
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","LAKELINE STATION","2010",30.48103,-97.786543
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","LEANDER STATION","2010",30.586401,-97.855735
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","M L KING JR STATION","2010",30.279818,-97.709031
"Existing Transit","Capital Metro","METRO RAIL RED LINE(550)","PLAZA SALTILLO STATION","2010",30.262242,-97.727578
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Auburn-Conheim","Pre-2000",38.904232,-121.08255
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Berkeley","Pre-2000",37.867609,-122.300004
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Emeryville","Pre-2000",37.840701,-122.291802
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Fremont","Pre-2000",37.558546,-122.007629
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Great America-Santa Clara","Pre-2000",37.406835,-121.966962
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Hayward","Pre-2000",37.666669,-122.098702
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Martinez","Pre-2000",38.019734,-122.136351
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Oakland Coliseum","Pre-2000",37.752653,-122.197001
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Oakland Jack London","Pre-2000",37.793441,-122.271741
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Richmond","Pre-2000",37.936082,-122.35305
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Rocklin","Pre-2000",38.791306,-121.237259
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Roseville","Pre-2000",38.749966,-121.286238
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Sacramento","Pre-2000",38.584029,-121.499549
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","San Jose","Pre-2000",37.33107,-121.901208
"Existing Transit","Capitol Corridor Joint Powers Authority","Capitol Corridor","Suisun-Fairfield","Pre-2000",38.243466,-122.039547
"Existing Transit","CAT  ","River Rail Electric Streetcar","2nd At Center","2004",34.7474221772178,-92.272909283638
"Existing Transit","CAT  ","River Rail Electric Streetcar","Altel Plaza Stop (120 Main)","2004",34.7549834037839,-92.2677138447762
"Existing Transit","CAT  ","River Rail Electric Streetcar","Clinton Presidential Center","2004",34.745423217901,-92.2657987475395
"Existing Transit","CAT  ","River Rail Electric Streetcar","Heifer International","2007",34.7446540354414,-92.2587633132935
"Existing Transit","CAT  ","River Rail Electric Streetcar","Historic Arkansas Museum Stop (2nd","2004",34.7468,-92.2686
"Existing Transit","CAT  ","River Rail Electric Streetcar","Main At 5th","2004",34.7579583395785,-92.2675958275795
"Existing Transit","CAT  ","River Rail Electric Streetcar","Main At 7th (Trolley Barn)","2004",34.7597785067002,-92.267507314682
"Existing Transit","CAT  ","River Rail Electric Streetcar","Main Street Bridge Stop","2004",34.748,-92.269
"Existing Transit","CAT  ","River Rail Electric Streetcar","Maple At 6th","2004",34.7591637089762,-92.2688913345337
"Existing Transit","CAT  ","River Rail Electric Streetcar","Maple At Broadway","2004",34.7562395008597,-92.2690334916115
"Existing Transit","CAT  ","River Rail Electric Streetcar","Peabody Stop (Markham At Scott)","2004",34.7479224604596,-92.2693312168121
"Existing Transit","CAT  ","River Rail Electric Streetcar","President Clinton Ave At Commerce","2007",34.7474331967051,-92.2657316923141
"Existing Transit","CAT  ","River Rail Electric Streetcar","West Markham At Spring","2004",34.748550565085,-92.2739204764366
"Existing Transit","CATS","LYNX Blue Line(501)","3rd/ Convention Center Station","2007",35.223625,-80.843231
"Existing Transit","CATS","LYNX Blue Line(501)","7th St Station","2007",35.227367,-80.838127
"Existing Transit","CATS","LYNX Blue Line(501)","Archdale Station","2007",35.152889,-80.87748
"Existing Transit","CATS","LYNX Blue Line(501)","Arrowood Station","2007",35.135597,-80.876358
"Existing Transit","CATS","LYNX Blue Line(501)","Bland Station","2007",35.215778,-80.855339
"Existing Transit","CATS","LYNX Blue Line(501)","Carson Station","2007",35.218815,-80.850945
"Existing Transit","CATS","LYNX Blue Line(501)","CTC Station","2007",35.22533,-80.840973
"Existing Transit","CATS","LYNX Blue Line(501)","East/ West Station","2007",35.212112,-80.859138
"Existing Transit","CATS","LYNX Blue Line(501)","I-485 Station","2007",35.107082,-80.882919
"Existing Transit","CATS","LYNX Blue Line(501)","New Bern Station","2007",35.199879,-80.869041
"Existing Transit","CATS","LYNX Blue Line(501)","Scaleybark Station","2007",35.190834,-80.875069
"Existing Transit","CATS","LYNX Blue Line(501)","Sharon Rd West Station","2007",35.119442,-80.881958
"Existing Transit","CATS","LYNX Blue Line(501)","Stonewall Station","2007",35.221313,-80.847061
"Existing Transit","CATS","LYNX Blue Line(501)","Tyvola Station","2007",35.162971,-80.877518
"Existing Transit","CATS","LYNX Blue Line(501)","Woodlawn Station","2007",35.175781,-80.879059
"Existing Transit","Chappaquiddick Ferry,Inc.","Chappy Ferry","Chappaquiddick","Pre-2000",41.38862,-70.5084
"Existing Transit","Chappaquiddick Ferry,Inc.","Chappy Ferry","Dock Street","Pre-2000",41.38943,-70.51015
"Existing Transit","Charm City Circulator","Charm City Circulator Harbor Connector(HC)","CANTON WATERFRONT PARK","Pre-2000",39.277256,-76.572254
"Existing Transit","Charm City Circulator","Charm City Circulator Harbor Connector(HC)","MARITIME PARK","Pre-2000",39.279996,-76.595836
"Existing Transit","Charm City Circulator","Charm City Circulator Harbor Connector(HC)","TIDE POINT","Pre-2000",39.275197,-76.589866
"Existing Transit","City of Seattle","98","FAIRVIEW AVE N & ALOHA ST","2007",47.6275864,-122.332214
"Existing Transit","City of Seattle","98","SLU STREETCAR & TERRY AVE N","2007",47.6258202,-122.336411
"Existing Transit","City of Seattle","98","TERRY AVE N & REPUBLICAN ST","2007",47.6234207,-122.337036
"Existing Transit","City of Seattle","98","TERRY AVE N & THOMAS ST","2007",47.6215057,-122.337051
"Existing Transit","City of Seattle","98","WESTLAKE AVE & 7TH AVE","2007",47.6156197,-122.337799
"Existing Transit","City of Seattle","98","WESTLAKE AVE & 9TH AVE","2007",47.6176033,-122.338417
"Existing Transit","City of Seattle","98","WESTLAKE AVE N & HARRISON ST","2007",47.6213837,-122.33857
"Existing Transit","City of Seattle","98","WESTLAKE AVE N & MERCER ST","2007",47.6243477,-122.338539
"Existing Transit","City of Seattle","98","WESTLAKE AVE & OLIVE WAY","2007",47.6133003,-122.337341
"Existing Transit","City of Seattle","98","WESTLAKE AVE & VIRGINIA ST","2007",47.6148682,-122.33786
